exposure	chip	outcome	n_nochip	hr_nochip	se_nochip	pval_nochip	lci_nochip	uci_nochip	n_chip	hr_chip	se_chip	pval_chip	lci_chip	uci_chip	pval_inter
PA_score	DNMT3A	Coronary_Artery_Disease_Death	412553	0.936064109424536	0.00877834927115104	5.20700492591014e-14	0.920096649833211	0.952308670085457	16131	0.94349465510085	0.0386403973270527	0.132252358476197	0.874678956971962	1.01772445433646	0.800595034227626
final_smoking_score	DNMT3A	Coronary_Artery_Disease_Death	412553	0.910166840964788	0.00630991200418593	2.54054911938453e-50	0.898979943246023	0.921492948330565	16131	0.919077329889579	0.0284324488380427	0.00299829870157018	0.869261228960002	0.971748319348805	0.744279703284361
sleep_health_points	DNMT3A	Coronary_Artery_Disease_Death	412553	0.90230060337332	0.0104338322560518	6.63377334623635e-23	0.884036005722522	0.920942556160319	16131	0.871270903128439	0.0447825039053149	0.0020899256068572	0.798057666886742	0.951200668993733	0.520249439034335
bmi_points	DNMT3A	Coronary_Artery_Disease_Death	412553	0.891428458693478	0.00809134376051095	8.64304108113352e-46	0.877403031205741	0.90567808487807	16131	0.887810565055747	0.0369358037271772	0.0012742276591286	0.825810681046684	0.95446525155812	0.926764388953103
Blood_lipid_points	DNMT3A	Coronary_Artery_Disease_Death	412553	1.01300127975645	0.00786655796141573	0.100574187117213	0.997502442411983	1.02874093251031	16131	1.02214396979871	0.0357163250640021	0.539723706635069	0.953038137008918	1.09626074175255	0.969698190999015
HbA1c_score	DNMT3A	Coronary_Artery_Disease_Death	412553	0.843206267272568	0.00732059273030313	4.81860463061205e-120	0.831194241966072	0.855391884676651	16131	0.827118738183908	0.032386603195213	4.61018441332116e-09	0.776247712108603	0.88132357285354	0.800108691157085
diet_score	non_DNMT3A	Coronary_Artery_Disease_Death	414847	0.955773017229177	0.00726292062411145	4.71865322080877e-10	0.942263907892464	0.969475804826877	13837	0.985978709594818	0.0307732644088505	0.646337103613224	0.928267802781559	1.04727753441539	0.482757420995911
BP_Score	non_DNMT3A	Coronary_Artery_Disease_Death	414847	0.919898073682984	0.00975916290456384	1.17579491433041e-17	0.902469835715229	0.937662880770991	13837	0.941753228132405	0.0409857653207922	0.143134998132901	0.869060419494929	1.02052644764704	0.893846133996449
PA_score	non_DNMT3A	Coronary_Artery_Disease_Death	414847	0.933272838781473	0.00885290334723575	6.16283408038762e-15	0.917218956060315	0.949607709099674	13837	0.989088093526335	0.0336778887724895	0.744584175083963	0.925908994667286	1.05657819763064	0.0784763682845431
final_smoking_score	non_DNMT3A	Coronary_Artery_Disease_Death	414847	0.908361049456599	0.00631436734931332	2.55115719919281e-52	0.897188512227025	0.919672716408015	13837	0.955622550309634	0.028077618491834	0.10594936175148	0.904454402939876	1.00968545864992	0.100818610873187
sleep_health_points	non_DNMT3A	Coronary_Artery_Disease_Death	414847	0.899856374608915	0.0104226142274381	4.31712347365804e-24	0.881660638456111	0.918427634857613	13837	0.919936367036946	0.0457342636116728	0.0680480736651102	0.841063356493658	1.00620590929705	0.59574678797102
bmi_points	non_DNMT3A	Coronary_Artery_Disease_Death	414847	0.892681012461638	0.00811712760153524	1.8984805999473e-44	0.878591476632091	0.906996495190479	13837	0.866828110715988	0.0347699280028168	3.9515798839582e-05	0.809723549872589	0.92795988661276	0.442453642347695
Blood_lipid_points	non_DNMT3A	Coronary_Artery_Disease_Death	414847	1.01199914171579	0.00789464729305386	0.130823609134878	0.99646077626219	1.02777980551843	13837	1.02887450022635	0.0335122051113934	0.395655109115013	0.963466820165065	1.0987225663201	0.365247756288966
HbA1c_score	non_DNMT3A	Coronary_Artery_Disease_Death	414847	0.841739239100557	0.00733957134021624	7.61915074298864e-122	0.829717248679107	0.853935419288367	13837	0.856973990095644	0.0308141289238197	5.47159807696834e-07	0.806749317774361	0.910325430118126	0.749009344148666
